content,score,at
Saya bukan buzer & saya bukan netizen .. saya pengguna dana yg merasa aplikasi ini sudah tidak cocok digunakan .. semua promo2 itu busit apalagi pusat hadiah sangat sangat busit,1,2026-06-26 09:59:05
puasa bngt pake dana,5,2026-06-26 09:58:58
lebih mudah bisa dari rumah dan biayanya murah🙏🙏,5,2026-06-26 09:56:58
sudah tahu WhatsApp saya keblokir malah disuruh verifikasi lewat WhatsApp,1,2026-06-26 09:53:27
sangat membantu banget,5,2026-06-26 09:51:26
bagus,5,2026-06-26 09:49:45
buat event gak jelas,1,2026-06-26 09:46:56
dana Cicil saya gada gimana cara munculin fitur dana Cicil?,1,2026-06-26 09:44:34
aplikasi yang wajib ada di handphone,5,2026-06-26 09:43:58
fitur banyak bug,1,2026-06-26 09:43:57
sudah lama nomor telepon saya hilang biasanya login hanya dengan masukin pin atau verifikasi wajah sekarang malah OTP SMS. saya coba ganti nomor malah harus menggunakan otp. tolong pihak dana biar kayak dulu lagi login cukup dengan verifikasi wajah aja ngga harus ada otp nya,1,2026-06-26 09:38:34
ok,5,2026-06-26 09:36:19
bisa nabung,5,2026-06-26 09:31:50
kenapa hadiah dana poin nya langsung habis woi padahal aku baru mau nukerin cokkkk bales woi susah susah kumpulin baru mau tuker udah habis niat bikin even gak balessss ya telat berapa detik udah habis tolong bales oi jawab knp kok cepat habis cokkkk,1,2026-06-26 09:28:35
"Dikit"" di update..kenapa Harus Tiap hari 🙄😡..nyinpan dn ngambil uang nya jg sedikit bukan ratusan juta 😡😡.. Orang"" ajah yg punya Apk Dana ..ga ada yg minta di update aplikasi nya 😡😡😡",1,2026-06-26 09:27:22
dana cicilan sudah di lunasi tapi tidak tersedia terus .tlg perbaiki,5,2026-06-26 09:24:22
biar bintang yg bicara,5,2026-06-26 09:16:19
"aplikasi tak ada duanya, masyallah",5,2026-06-26 09:15:18
mantap,5,2026-06-26 09:13:50
Sangat puas,5,2026-06-26 09:10:37
bagus,4,2026-06-26 09:08:08
lumyan lah bis nymimpen duit recehan mh,4,2026-06-26 09:06:15
sangat membantu kita untuk bertransaksi,5,2026-06-26 09:05:45
"Mantappp.... Segala transaksi mudah dengan dana, Sukses buat Dana kedepannya nya",5,2026-06-26 09:02:36
"sejauh ini, mantap 👍",5,2026-06-26 09:01:42
ok,5,2026-06-26 08:59:40
mantap,5,2026-06-26 08:52:04
dana sering keluar tanpa transaksi,1,2026-06-26 08:50:08
aktifin fitu dsna cicil,5,2026-06-26 08:49:53
event macam apa itu di dana point masa belum 1 detik sudah habis,1,2026-06-26 08:48:56
sangat membantu memberi kemudahan transaksi keuangan ..,5,2026-06-26 08:44:34
aku kasih bintang 5 biar komen aku ke baca.............kata nya ada event bola tukar dana poin jadi saldo? ternyata hanya pajangan...aku uda beli VIP PAS ehh gak tau nya kena tipu..apakah aplikasi resmi seperti ini harus menipu😭😭nyesel gw bayar VIP,5,2026-06-26 08:44:07
susah melunasi dana cicil kenapa sekarang tidak bisa di gunakan lagi tolong dong konfirmasi nya,2,2026-06-26 08:42:41
sedikit kecewa saya sebagai pengguna dana yang sudah cukup lama menggunakan apk ini saya dan sampe sekarang saya belum mendapatkan fitur dana cicil nya... ada apa dengan akun dana saya?🥲,2,2026-06-26 08:39:20
"saya suka aplikasi ini, saya bisa nyinpan duit buat beli dimsum, macha, sama nescafe, bayarnya gampang jugaa, saya sangatt senang, saya beri rate 1000 sama cuking sugeng.. tapi sekarang duit saya Sudan pergi dari hp saya..",5,2026-06-26 08:38:26
bagus,5,2026-06-26 08:37:29
mantaaap,5,2026-06-26 08:36:41
dana terbaik terimakasih,5,2026-06-26 08:35:58
"Lagi lagi soal promo hadiah🙁 Percuma juga kumpul point tiap hari, tidak ada gunanya sama sekali. Padahal cuman telat sedetik saja dari jam yg di tentukan langsung habis stoknya. Sangat tidak berguna promonya",2,2026-06-26 08:34:11
sangat bagus,5,2026-06-26 08:33:56
"kerja cari cuan, sakit sdh sembuh tp masih berobat jalan di RS,nganggur GK bs kerja keras lg,jd nonton drama yg kita dpt uang,,,,",5,2026-06-26 08:31:49
baik,5,2026-06-26 08:30:28
bgus,5,2026-06-26 08:27:58
"1000% mantap jiwa,,,,,",5,2026-06-26 08:26:12
jangan mau download dana point ga bisa di tuker ga jelas percuma kumpulin poin akhir nya ga bisa di tuker,1,2026-06-26 08:26:00
knp tdk bisa terinstal,5,2026-06-26 08:26:00
bagus,4,2026-06-26 08:24:50
bagus berguna banget👍,5,2026-06-26 08:22:36
apk ribet tolol mu pemidhn kendala mulu,1,2026-06-26 08:20:05
apa gunanya coin banyak pas waktu tukarin poin hadiah bola dunia..hadiah lansung habis segitu saya paling cepat..poin hanya sampah saja gak guna.,1,2026-06-26 08:17:47
terima kasih ..sangat membantu,5,2026-06-26 08:16:02
oke,5,2026-06-26 08:13:01
sangat bagus dn membantu,5,2026-06-26 08:11:19
bikin event kok SCAM!!!,1,2026-06-26 08:10:35
bagus banget buat transaksi duit,5,2026-06-26 08:09:50
"busuk, event nya scam, cs nya bot nggak membantu sama sekali sering eror..e wallet yang buruk😡",1,2026-06-26 08:08:43
dan bikin stok hadia apalah padahal ud pas waktunya langsung habis apala dana kalo mau kasi hadiah tuh niat dikit,2,2026-06-26 08:07:29
"apalah ngadain event dana poin bkum 1 detik juga habis stok even taekk emang bila perlu jangan adain even kek kon**l,, kalau boleh saran banyakin buat penukaran dana poin",2,2026-06-26 08:05:47
"jir GK jelas dah ngumpulin point buat nukerin saldo dana, malah hadiah habis Mulu, padahal udah pantengin terus menerus setiap waktu, tapi hasilnya kecewa!...",1,2026-06-26 08:05:01
event hampas percuma juga gua beli vip,1,2026-06-26 08:04:55
Aplikasi yang suka mengiming-imingi para penggunanya dengan hadiah besar. Tukar point jam 15.00 masa hadiah langsung habis semua lucu sekali.,1,2026-06-26 08:04:39
good,5,2026-06-26 08:03:34
nggak memuaskan,1,2026-06-26 08:03:15
dana cicil selalu ggal aktivasi,1,2026-06-26 08:02:14
"aplikasinya bagus, cuman pas tukerin koin event pestival bola dunia selalu eror, udah jelas masih tersedia eh malah muter, padahal jaringan bagus",2,2026-06-26 08:02:11
praktis dan cepet,5,2026-06-26 07:57:53
maksimal,5,2026-06-26 07:56:53
Dana point Dan hadiah pusat Gimick,1,2026-06-26 07:56:51
fitur dana cicil sedang tidak tersedia,1,2026-06-26 07:55:47
😍😍😍,5,2026-06-26 07:51:31
akun Saya minta ganti,5,2026-06-26 07:51:01
good,5,2026-06-26 07:50:40
"hadeuh nyimpen uang ga aman, malah ke sedot 🤣",1,2026-06-26 07:49:55
bagus,5,2026-06-26 07:48:31
sangat membantu,5,2026-06-26 07:48:07
ko sekarang pake dana kena adm ya . sebelum nya ngak . sekarang per tf 2500. kenapa ya?,3,2026-06-26 07:45:47
maaf saya kurang puasa karena akun saya di bekukan dan laporan saya sudah berhari hari tidak selesai mohon bantuannya,1,2026-06-26 07:45:19
assalamualaikum KK ini kok di dana saya gak ada dana cicil ya kk ini kenapa di dana dana orang ada kk dana cicilnya tolong di perbaikin lagi KK dana nya,3,2026-06-26 07:42:52
ok banget,5,2026-06-26 07:42:28
ewalet yang gak bertanggung jawab....bot gak guna,1,2026-06-26 07:41:16
mantap,5,2026-06-26 07:39:51
"aplikasi dompet digital paling jelek, aplikasi pembohongan",1,2026-06-26 07:39:20
minimal dana biasa bisa kirim duit ke temen,1,2026-06-26 07:37:42
mantap,5,2026-06-26 07:32:32
dana cicil saya Tdk bisa terpakai,4,2026-06-26 07:27:46
baik,5,2026-06-26 07:23:43
Uang saya gamasuk2 udah 2 hari. Hubungi cs tidak direspon cepat. THE WORST APP EVER!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ITU UANG SY UNTUK MAKAN. RESPON WOY,1,2026-06-26 07:21:44
sangat bagus sekali dan sangat penting,5,2026-06-26 07:20:47
gak bisa di tarik jumlah yang kecil uang nya,2,2026-06-26 07:20:37
okeyy,4,2026-06-26 07:19:02
ok lah pokok nya,5,2026-06-26 07:06:57
membantu saya,5,2026-06-26 07:06:40
baik,5,2026-06-26 07:02:52
"pokoknya aplikasi DANA paling mantap lah,gak ribet dan gampang di gunakan",5,2026-06-26 07:02:49
"Saldo sering menghilang tiba"",dan sering terjadi pemotongan saldo tanpa adanya notifikasi terlebih dahulu. saya sarankan pakai aplikasi yang jauh lebih aman.",2,2026-06-26 07:01:47
udah instal yang ke 2xnya uang hilang tanpa sebab nyesel aslinya katanya aplikasi terpercaya nyatanya ngga,1,2026-06-26 06:56:24
"saya udh daftar pake nomor telpon masa tetep gabisa,padahal no tlpn nya bener kode nya ga keluar²",3,2026-06-26 06:55:34
oke,5,2026-06-26 06:55:09
DANA CICIL TIDAK BISA DI GUNAKAN!!!,1,2026-06-26 06:54:31
tidak menerima uang 500.000rb padahal udh d bagikan,4,2026-06-26 06:54:13
apalah kok ngk bisa dana cicil padahal udah premium,3,2026-06-26 06:49:59
ok aplikasi nya bisa mentu.tapi blm ada dana cicil nya.,5,2026-06-26 06:48:37
"Aplikasi dana gratis transfer ke bank cuma 10 kali, sedangkan aplikasi SEABANK 100 kali, SUPERBANK 200 kali, GOPAY 100 kali. DANA Sudah tidak layak dipakai, ngelag parah, berat, gratis tf cuma 10 kali, update terus tapi masih jadi dompet tunai sampah !!!",1,2026-06-26 06:44:15
ok,5,2026-06-26 06:43:47
"dana cicil gak bisa di gunakan padahal ada limit 100 k, padahal transaksi sebulan udah lebih 8 juta, dasar apk sampah gak ada gunanya, gw mau uninstall apk dana sampah gak ada gunanya ini",1,2026-06-26 06:39:05
sejau ini aman tp potongan masnya mahal,5,2026-06-26 06:36:48
dana gw kok ga bisa dipake yaa? pdhal ada saldo nya + gw udh premiun tolong dong ini kenpa min dana gw,3,2026-06-26 06:34:31
kenapa dana kalo tidak premium tidak bisa buat transaksi..?,1,2026-06-26 06:33:05
sungguh sangat berguna,5,2026-06-26 06:33:04
dana jadi jelek masa dana poin sy g bisa di tukar yg saldo 50 ribu kion 5 ribu kan koin sy ad 10 ribu kenapa bisa y saldo 200 perak dong yg 50 ribu g bisa,1,2026-06-26 06:30:16
"kecewa bnget sya ga pernah sama sekali daftar dana,barusan saya mau daftar tapi ktanya no sudah tidak aktip,padahal kartu saja baru beli,hadehh",1,2026-06-26 06:27:30
"makin ksni makin aneh, kenapa hadiah piala Dunia gabisa di klaim/hadiah habis, padahal buka tepat di jam 10 di hari jumat, bikin anehhh, acara penipuan apa gimna, padahal points nya sudah cukup malah lebih, malah hadiah habiss",1,2026-06-26 06:26:21
sangat bagus aplikasi yang sangat membantu,5,2026-06-26 06:24:52
sangat baik,4,2026-06-26 06:24:15
aplikasi nya kalo buat bayar dana menolak pembayaran Karena melebihi batas,1,2026-06-26 06:24:06
kecewa saya sama dana sudah pake asuransi keamanan tetep kebobolan 1juta di tlpn gak ada yg bisa selesaikan masalahnya payah,1,2026-06-26 06:18:59
aku suk sekali aplikasi dana,5,2026-06-26 06:18:56
baik,5,2026-06-26 06:18:45
"uang di dana bisnis tidak bisa ditarik setelah 1 hari dgn alasan pembayaran qris dari aplikasi selain dana, pada uang itu mau langsung diputar. biasanya ga pernah begini. saya jadi ga bisa kerja. hedeeh kapok pake dana bisnis",1,2026-06-26 06:12:40
"segalanya jadi mudah,best dana",5,2026-06-26 06:08:40
sangat membantu,5,2026-06-26 06:08:21
bagus banget aplikasinya,5,2026-06-26 06:07:58
bagus,5,2026-06-26 06:07:52
bagus untuk dana instan/ cicil kalo pun telat bayar ga di ganggu sama debkolektor.. nyaman banget pake apk dana.. apk dana aman ko dari segi segalanya.. yg membuat apk ga aman hati2 dengan link2 ga jelas itu bisa meretas hp kalian ok.. selama 4 tahun ini pake dana aman ko,5,2026-06-26 06:07:44
bagus,5,2026-06-26 06:03:15
bagus,5,2026-06-26 06:02:13
mantap,5,2026-06-26 06:01:50
yakin aplikasi ini dapat di percaya bukan hoax danatau palsu.,5,2026-06-26 06:00:37
bagus,5,2026-06-26 05:57:28
bagus aman dan terpercaya,5,2026-06-26 05:51:22
apk nya bagus,5,2026-06-26 05:51:22
gajelas update malah bikin ribet,1,2026-06-26 05:51:02
mantap pake dana. gampang mempergunakan apli kasinya,5,2026-06-26 05:49:25
"sudah beberapa hari ini tidak bisa melakukan pembelian token listrik,kenapa itu",3,2026-06-26 05:48:09
bgus,5,2026-06-26 05:47:51
hebatt puas,5,2026-06-26 05:44:39
Banyak orang kehilangan uang di dana. Dana juga menghilangkan fitur customer service. Sepertinya tidak peduli dengan pengguna. Maunangkat tangan,1,2026-06-26 05:44:15
apk jelek gk ada paylater,1,2026-06-26 05:43:25
bagus,4,2026-06-26 05:41:24
ngga aman pin nya bisa di gantiii,5,2026-06-26 05:41:19
sangat bagus,5,2026-06-26 05:39:12
"parah ini aplikasi,,segitu udah dipotong biaya proteksi keamanan,,tetep saja ada yg bisa jebol akun dan ambil duit dari akun ,,,parah parah",1,2026-06-26 05:38:41
lebih berpenampilan,5,2026-06-26 05:36:02
bagus,5,2026-06-26 05:35:57
Bagus.....mantap pokonya.,5,2026-06-26 05:35:18
super,5,2026-06-26 05:35:08
"Sangat membantu sekali, dalam hal dompet digital",5,2026-06-26 05:34:52
tolong dong deploper nya ini gimana sih apk dana nya ke apus terus intal lagi terus aku lanjutkan ke no yang dulu tapi gak bisa masuk² pas di update dana nya padahal ferefikasih wajah udah ceklis dan masuk tapi lum kebuka² saya coba lagi ampe puluan kalih tetep gak masuk akun yg lama. udah masih ada saldonya lagi. gmn solusi nya,1,2026-06-26 05:32:35
"dana gak jls masa tiba2 uang bisa hilang di apliksi kini pas lapor ke pihak dana nyah ,malah jawab nyh suruh lapor polisi ,,padahl gk ada transaksi nyh tiba2 bisa ilang sendri",1,2026-06-26 05:29:14
"masak ada orang TF ke aku saldonya ga bertambah, tapi bukti transaksi nya succses, ada bukti nya! gimana ini tolong secepatnya segara di perbaiki dan gimana solusinya!",4,2026-06-26 05:25:31
apk yg begitu pas buat apa aja,5,2026-06-26 05:21:50
"TDK ada pendin ,sangat bagus dan mudah",5,2026-06-26 05:18:38
Sangat puas menggunakan aplikasi Dana,5,2026-06-26 05:16:06
sangat berguna sekali,5,2026-06-26 05:16:03
cepat tepat cuma pelayanan isi e-toll card tidak 24jam,5,2026-06-26 05:15:54
sangat membantu,5,2026-06-26 05:15:15
top,5,2026-06-26 05:14:56
cocok buat makanin naga,5,2026-06-26 05:08:29
"kalo ada event sering betul ga bisa di klaim, masa iya telat sedetik abis gila betul",3,2026-06-26 05:06:45
tagihan sudah di bayar tapi dana cicil di bekukan aneh,1,2026-06-26 05:06:17
ok,5,2026-06-26 05:01:29
ok,5,2026-06-26 05:00:52
tidak bisa upgrade ke premium karna KTP suda pernah dipakai dinomor yang suda hilang.,1,2026-06-26 05:00:51
bagus,5,2026-06-26 04:59:47
bagus,5,2026-06-26 04:58:11
oke pake aplikasi ini,5,2026-06-26 04:54:15
good,5,2026-06-26 04:52:34
"dana point GK bisa ditukar percuma beli VIP , ini penipuan meski cuma 3k kalo hampir semua beli VIP bayangin berapa hasil keuntungan dari nipu event VIP dana point event bola",5,2026-06-26 04:51:24
"gajelas ih,udh verivikasi wajah,udah lanjut juga tetep gabisa masuk mana lama lagih",3,2026-06-26 04:51:17
pembayaran cepat,5,2026-06-26 04:49:42
"jangan pakai aplikasi ini,pembayaran tidak melakukan konfirmasi kepada pengguna sehingga kepotong otomatis oleh 1 pihak saja saldo tiba2 kepotong,aplksi anjinggggg",1,2026-06-26 04:48:42
"apl kejam akun tidak bisa di buka nomor terproteksi saldo masih tapi tidak bisa di gunakan, sungguh mengecewakan apl DANA, minta bantuan cs tidak ada kejelasan",1,2026-06-26 04:48:00
puas,5,2026-06-26 04:47:31
yg bner aj transaksi pake QRIS duit dah kekirim tapi ga nyampe ke penjual lah gimna mau bayar inj,1,2026-06-26 04:47:03
"dana point jangan d buat ke daerah tertentu lakhhh, kami juga pengguna lama.. pilih kasihhh",5,2026-06-26 04:47:01
dana cicil sudah tidak bisa pdhal sudah dibayar sebelum jatuh tempo,1,2026-06-26 04:46:39
"udah transaksi berjuta"" kaga dikasih fitur dana pinjam",1,2026-06-26 04:43:57
ok,5,2026-06-26 04:43:45
"sengaja kasih bintang 5 agar komen teratas, jujur untuk event dana points DANA nyari banget keuntungan, selang 1 detik semua penukaran habis. Untuk event tertentu habis dana points jga ikutan lenyap ditelan bumi haha. Intinya DANA nyari keuntungan dari yang beli POIN PASS 3rb/org kebanyakan kena scam!!",5,2026-06-26 04:42:36
baik,5,2026-06-26 04:41:46
ok,5,2026-06-26 04:41:07
payment digital paling hina yg saya pernah saya coba,5,2026-06-26 04:41:03
"buset pembayaran gua ditolak Mulu dah..ini masalah dari dana nya apa google nya?kasih dah gua infonya,udah pening ini kepala mau beli game di play store gabisa mulu,selalu dengan kata kata:metode pembayaran ini ditolak aneh banget njay, padahal saldo gua ada dan udah terhubung juga ke google..buset dahhh",1,2026-06-26 04:39:57
"ngeleg, berat, force close mulu, saran gw buat dana lite dah",3,2026-06-26 04:39:22
knapa dana cicil saya tidak bisa di gunakan,5,2026-06-26 04:38:47
bagus sekali saya suka,5,2026-06-26 04:38:28
Sangat memuaskan dan membantu sekali saya suka🙏,5,2026-06-26 04:38:05
apk jelek ga guna,1,2026-06-26 04:32:29
sangat bermanfaat dengan baik,5,2026-06-26 04:32:26
mantap,5,2026-06-26 04:30:17
oke Genk,5,2026-06-26 04:25:28
baik,5,2026-06-26 04:22:24
bagus...!!!,5,2026-06-26 04:22:19
baik,5,2026-06-26 04:21:46
"setelah kena fraud, tidak ada pertanggungjawaban, sistem DANA bobrok",1,2026-06-26 04:20:36
baik,5,2026-06-26 04:17:32
Cara aktivasi dana paylater gimana ya??,5,2026-06-26 04:14:11
duh kalau chat AI nya benar² tidak bisa membantu. mau hapus akun aja gk bisa bisa dan gk ada fiturnya,1,2026-06-26 04:12:29
bagus,5,2026-06-26 04:12:21
Bagus sekali,3,2026-06-26 04:12:11
bagus,5,2026-06-26 04:12:08
Duit Habis!! Security Sistemnya Lemah!!!,1,2026-06-26 04:09:23
baguss aman,5,2026-06-26 04:08:37
dana kok umur aku nggak cukup ya?,1,2026-06-26 04:08:04
mantap,5,2026-06-26 04:07:24
"Kenapa dana poin nya udh gabisa di tuker si min, udh gabung di vip jga malah koin nya gabisa di tuker menyesal sya",3,2026-06-26 04:00:57
mantap,5,2026-06-26 03:59:24
mengapa kualitas aplikasi buruk sekali,1,2026-06-26 03:59:20
"CS tidak tersedia pada aplikasi dana apabila terjadi kendala, sulit menghubungi CS, bahkan hanya tersedia CS otomatis dimana tidak punya wewenang apapun dalam penyelesaian kendala. untuk aplikasi dompet digital ini sangat lah buruk karena tidak bisa menghubungi customer service langsung via live chat, Dan fitur Dana cicil pun tidak ada penjelasan yang konkret perihal transaksi apa saja yang bisa digunakan untuk dana cicil, walaupun limit tersedia tidak bisa digunakan sama sekali. mengecewakan",1,2026-06-26 03:58:56
ka dana cicil saya ko verifikasi 5 hari,5,2026-06-26 03:56:19
mau bikin qris dana. tapi pas ke tab bisnis tulisannya ada maslah. padahal udah udah premium. mungkin haruss nunggu bbrpa tahun lagi untk merasakannya,3,2026-06-26 03:51:19
"Jelek, ada saja yg narik uang suka hilang sendiri kayak ada tuyulnya🤕",1,2026-06-26 03:48:23
"saya sangat puasa dgn apk ini,dompet digital,semoga trs lebih baik lagi amin",5,2026-06-26 03:46:20
"DUIT GUA ILANG, TANPA SEPENGETAHUAN GUA YA, DI CEK DI GOOGLE GA ADA RIWAYAT TRANSAKSI LANGGANAN NYA, DI DANA JAWABANNYA PAKE AI, APLIKASI MACAM APA INI, KEK GINI PAKE DANA PROTEKSI, CUMA BUANG DUIT, UDAH G BISA NGASIH JAMINAN REFUND, SIALAN",1,2026-06-26 03:40:00
saldonya suka ilang,1,2026-06-26 03:39:34
poin di dana php nya minta ampum,3,2026-06-26 03:37:32
aplikasi sering error padahal sinyal bagus...,1,2026-06-26 03:37:14
ama kn terjamin,5,2026-06-26 03:36:58
saya ada fitur dana cicil namun selalu gagal verifikasi knapah yah ??,5,2026-06-26 03:36:57
ini masa mau nuker dana point dah habis hadianya pdhal saya dah nunggu lama lo h,2,2026-06-26 03:35:59
"sudah scan wajah , trus pakai pin , kok masih gak bisa masuk , kenapa dana sulit sekali sih login , sudah berapa kali uninstal terus download lagi masih sama aja masalah nya",1,2026-06-26 03:33:48
kenapa saya tidak ada dana cicilan nya y,5,2026-06-26 03:33:25
"apk sering nipu,udah beli VIP pass event piala dunia yg bisa dapet hadiah 50 RB, malah ga ada hadiahnya, hilang dong duit gw ,mana semua voucher ga bisa di pake padahal tanggal masih berlaku, voucher=sampah",1,2026-06-26 03:32:57
"nipu aja dana point bisa ditukar, udah beli yg VIP tahan nungguin sampe waktu tukar point, eh pas udah mau ditukar baru hitungan detik tau2 udah habis penukarannya, jelas banget nipunya, bikin kesel aja, kayak org bodoh nungguin waktu penukaran point, taunya gak guna gak bisa dipake itu point2 yg dikumpulkan",3,2026-06-26 03:32:33
"mau tukerin dna poins tpi tulusannya ""hadiahmu lagi di siapin nih"" gtu trus pdahal uda nunggu 1jam,giliran udaa habis baru bisa di buka",4,2026-06-26 03:28:54
mantap,5,2026-06-26 03:26:13
Jan di download mending apk lain banyak penipuan disini mending uninstall rame2,5,2026-06-26 03:26:12
POINT DANA GA GUNAA,4,2026-06-26 03:25:53
memuaskan,5,2026-06-26 03:25:23
eveen yah gak guna gua nungu jam 10.00 pas langung habis lol,5,2026-06-26 03:24:28
hmm yaa,5,2026-06-26 03:21:33
saya kasih bintang 1 karena point yng di kumpulkan didana itu bisa beneran di tuker kesana ternyata bohongan palsu banget apaan di jadiin voucher mending gausah ngadain eklusif gituan kalau ga beneran bisa ditarik saldo dana nya ending nya jadi voucher doang😒,1,2026-06-26 03:19:46
"apk gajelas hp ngga diroot malah kedetek diroot, udh restart hp, udh perbarui sistem perangkat, udh instal ulang sama aja",1,2026-06-26 03:19:40
👍👍👍,5,2026-06-26 03:19:21
kenapa limit dana cicil saya tidak bisa digunakan saat melakukan pembayaran,5,2026-06-26 03:19:07
jangan lagi bikin event dana point,1,2026-06-26 03:18:45
dana ini gimana kasih hadiah rebutan sama bot kebagi 200 perak doang benerin lah biar gak rebutan aku dah capek capek nunggu tempekkkk,1,2026-06-26 03:16:39
sangat baik,5,2026-06-26 03:16:25
upgrade pas event koin piala dunia berkedok penipuan. waktu penukaran dijam yg sudah ditentukan malah hadia habis. bikin event ga jelas,1,2026-06-26 03:16:23
tidak bisa di ambil hadianya,4,2026-06-26 03:16:13
Apknya sangat cocok buat nyimpan saldo dan gak kena tarif,5,2026-06-26 03:16:04
"agak kecewa dengan manajemen aplikasinya udah menggunakan aplikasi DANA sejak lama, tapi fitur DANA INSTAN nya kagak ada sedangkan yang baru download aplikasi DANA malah dapat fitur DANA INSTAN",1,2026-06-26 03:15:23
👍👍👍👍👍👍👍👍,5,2026-06-26 03:14:24
"gimana sih event'y? penukaran hadiah cm di hari jumat mulai jam 10 pagi. Begitu waktu penukaran dimulai...cm telat 3 menit udah habis semua hadiahnya...mana udah beli vip pass, nunggunya seminggu sndiri gak dpt apa2..😭",5,2026-06-26 03:14:19
"dana point event bohong gak ada hasil,",1,2026-06-26 03:14:03
"hadiah event pildun gajelas, habis tapi masih di pajang",1,2026-06-26 03:14:01
event penukaran pointnya gak fair jam 10:00 bis claim penukaran point pas masuk untuk claim di jam pas malah kuota penukaran habiss hadehh gak niat bikin event mending tutup aja kecewa bener gua pengguna lama masih aja begini,1,2026-06-26 03:11:50
"event pestival bola di dana curang, gua nungguin nyampe jam 09:59, pas waktunya malah error dana tolol",2,2026-06-26 03:11:32
kena scam dah ini soal event festival bola dunia pas ingin nukar vouchernya 🗿,2,2026-06-26 03:11:32
"mana katanya ada fitur tukar poin,,, sedangkan poin gua sudah mencapai 11.000 tapi tidak bisaa menukar poinnya sama sekali,,,dana tipu tipu",1,2026-06-26 03:10:29
hadia hadian nya bohong masa dana points nya gabisa dituker padahal saldo yg bisa dituker di piala dunia 10rb 100k tapi pas waktunya skrang dihari jumat ga ada cuman ada 50k 5rn dana points itupun hadian nya habis gabisa dituker aneh ngapain promo kaya gitu klo gabisa dituker udah mah dana cicil nya ga muncul muncul,1,2026-06-26 03:10:28
kecewa sama penukaran dana pointnya.hadiah 200 perak selalau tersedia yg 50rbuan 30rbuan selalu kosong.gk jelas.,1,2026-06-26 03:09:56
"nyesel Beli Vip Pass Dana Poin, Giliran Tuker Hadiah, Malah Semua Habiss, Kan Kesel!!.. Ujung Ujung Nya Nih Cuma Jualan Dana Points Doang kan",2,2026-06-26 03:09:50
"teruntuk developer dana yang TERHORMAT, ini sebenernya niat gaksih ngasih event claim dana point???? nggak ada semenit bahkan baru beberapa detik masak stock udah habis..... klo semisal gak niat mending gak usah bikin event scam kayak gini deh.... baru kali ini kecewa sama dana",3,2026-06-26 03:09:43
"pihak dana tolong bertanggung jawab lah,uang saya pernah kebobolan 2jt di sini",5,2026-06-26 03:09:10
"yg lain gampang menggunakan dana cicilan, TPI sya kok hilang",1,2026-06-26 03:08:59
apalah buat event (pildun) tapi nipu orng padahal jam 10 pas banget tapi gak bisa di tuker poin ny tanggung jawab we gua beli pass ny bayar loh,2,2026-06-26 03:08:35
bagusih pembayaran nya cepat TPI kenapa KLO dapat points ga bisa d tuker saldo ya padahal baru d buka pas d liat hadiah SDH habis gmna sih ya rugi tu koins,3,2026-06-26 03:08:21
"ni aplikasi gak ngotak kalau bikin event scam nya, embel² hadiah iPhone lh uang jutaan lah,poin gw ada 15k dan mau gw tukerin menjadi saldo 50k dan baru 1 detik event nya mulai masa habis semua hadianya,yg tersedia cuman hadiah 200perak, Kalian bayangin 1 detik hadiah udah habis apa gak penipuan.dari awal tuh hadiah emang gak ada sama sekali.lain kali kalau bikin event gak usah sok²an kek gini.#eventdanascam",1,2026-06-26 03:08:01
tukar poin ga bisa hbis. menipu nih app,1,2026-06-26 03:07:43
"tukar Point Dana gabisa bisa, hadiahnya nipu yah,?",4,2026-06-26 03:07:39
"apk dongo bikin event kok scam tiba"" error,make dana gk bentar tiap bulan transaksi di atas 7jt padahal,gk niat bikin event mending hapus,mana pembayaran suka error anehh",1,2026-06-26 03:07:11
apaann nihh gak bisa di claim dana poinya,1,2026-06-26 03:07:10
"event bola penukaran poin sampah , lewat 1 detik sudah hangus",1,2026-06-26 03:06:42
dana cicil GK bsa di aktifksn,5,2026-06-26 03:06:40
"lu niat gk sih bikin hadiah dgn dana poin..masak ditunggu pas jam 10.00,bru mulai mau dituker stok habis..digoblok²in sama lu dana..gk usah sok kren dh kalau trnyata lu miskin..",1,2026-06-26 03:06:26
lancar aman,5,2026-06-26 03:06:13
"udah di kumpupin poinya sampai 11rb,pas undian hadiah pd jam 10 sudah habis semua pdhl saya yg pertama,app ngga mau rugi jgn sok2 dpt hadiah dari poin apk danco",1,2026-06-26 03:05:23
"capek capek ngumpulin dana poin sampek banyak , buat tukerin hadiah di tanggal tertentu , udah stanby tinggal klik , tau tau hadiah sudah habis 😅",5,2026-06-26 03:03:59
"program hadiah point gak berguna , waktu 10.00 dana point di ambil malah habis",1,2026-06-26 03:03:58
mantap,5,2026-06-26 03:03:48
baru juga telat 1 detik hadiah nya habis gimana ini pihak Aplikasi dana saya sudah ngumpulin dana poin pas mau di tuker habis trus aneh,3,2026-06-26 03:03:40
di saat udh kumpulin dana koin eh pas mau ambil udh habis gk beres padahal udh tepat jam 10.00 undian ny,3,2026-06-26 03:03:22
ngadain event tpi yg klaim operator dana hadeh apk penuh kebohongan cuih,1,2026-06-26 03:03:11
scam dana points lol banget sangat kecewa,1,2026-06-26 03:02:53
